set_num,name,year,num_parts,theme_name,parent_theme
10727-1,Emma's Ice Cream Truck,2016,,Friends,Friends
10728-1,Mia's Vet Clinic,2016,182.0,Friends,Friends
10729-1,Cinderella's Carriage,2016,116.0,Juniors,Juniors
10734-1,Demolition Site,2017,175.0,Juniors,Juniors
10735-1,Police Truck Chase,2017,90.0,Juniors,Juniors
10736-1,Anna & Elsa's Frozen Playground,2017,,Juniors,Juniors
10737-1,Batman vs. Mr. Freeze,2017,,Juniors,Juniors
10738-1,Snow White's Forest Cottage,2017,,Disney Princess,Juniors
10739-1,Shark Attack,2017,,Nijago,Juniors
10740-1,Fire Patrol Suitcase,2017,,Juniors,Juniors
10746-1,Mia's Farm Suitcase,2017,104.0,Friends,Juniors
10747-1,Andrea and Stephanie's Beach Holiday,2017,143.0,Juniors,Juniors
1075-1,LEGO People Supplementary Set,1980,,Building Set with People,Educational and Dacta
1076-1,Advent Calendar 1999,1999,,Advent,Seasonal
1076-10,Advent Calendar 1999 (Day  9) Fire Engine,1999,10.0,Advent Sub-Set,Seasonal
1076-11,Advent Calendar 1999 (Day 10) Santa Minifig,1999,,Advent Sub-Set,Seasonal
1076-12,Advent Calendar 1999 (Day 11) Dog,1999,8.0,Advent Sub-Set,Seasonal
1076-13,Advent Calendar 1999 (Day 12) Hippo,1999,,Advent Sub-Set,Seasonal
1076-14,Advent Calendar 1999 (Day 13) Hovercraft,1999,10.0,Advent Sub-Set,Seasonal
1076-15,Advent Calendar 1999 (Day 14) Penguin,1999,,Advent Sub-Set,Seasonal
1076-16,Advent Calendar 1999 (Day 15) Elf,1999,,Advent Sub-Set,Seasonal
1076-17,Advent Calendar 1999 (Day 16) Seaplane,1999,,Advent Sub-Set,Seasonal
1076-18,Advent Calendar 1999 (Day 17) Gentleman,1999,,Advent Sub-Set,Seasonal
1076-19,Advent Calendar 1999 (Day 18) Elephant,1999,10.0,Advent Sub-Set,Seasonal
1076-2,Advent Calendar 1999 (Day  1) Plane,1999,11.0,Advent Sub-Set,Seasonal
1076-20,Advent Calendar 1999 (Day 19) Sea Plane,1999,,Advent Sub-Set,Seasonal
1076-21,Advent Calendar 1999 (Day 20) Cow,1999,10.0,Advent Sub-Set,Seasonal
1076-22,Advent Calendar 1999 (Day 21) Police Car,1999,11.0,Advent Sub-Set,Seasonal
1076-23,Advent Calendar 1999 (Day 22) Dog with Red Hat,1999,12.0,Advent Sub-Set,Seasonal
1076-24,Advent Calendar 1999 (Day 23) Police Helicopter,1999,,Advent Sub-Set,Seasonal
1076-25,Advent Calendar 1999 (Day 24) Santa,1999,11.0,Advent Sub-Set,Seasonal
1076-3,Advent Calendar 1999 (Day  2) Snowman,1999,,Advent Sub-Set,Seasonal
1076-4,Advent Calendar 1999 (Day  3) Speedboat,1999,,Advent Sub-Set,Seasonal
1076-5,Advent Calendar 1999 (Day  4) Girl,1999,8.0,Advent Sub-Set,Seasonal
1076-6,Advent Calendar 1999 (Day  5) Sailboat,1999,,Advent Sub-Set,Seasonal
1076-7,Advent Calendar 1999 (Day  6) Reindeer,1999,12.0,Advent Sub-Set,Seasonal
1076-8,Advent Calendar 1999 (Day  7) Plane,1999,10.0,Advent Sub-Set,Seasonal
1076-9,Advent Calendar 1999 (Day  8) Girl,1999,8.0,Advent Sub-Set,Seasonal
1077-1,Supplementary Set,1976,170.0,Supplemental,Educational and Dacta
10801-1,Baby Animals,2016,13.0,Duplo,Duplo
10802-1,Savanna,2016,,Duplo,Duplo
10803-1,Arctic,2016,34.0,Duplo,Duplo
10804-1,Jungle,2016,86.0,Duplo,Duplo
10805-1,Around the World,2016,148.0,Duplo,Duplo
10806-1,Horses,2016,20.0,Duplo,Duplo
10807-1,Horse Trailer,2016,,Duplo,Duplo
10808-1,Little Plane,2016,13.0,Duplo,Duplo
10809-1,Police Patrol,2017,15.0,Duplo,Duplo
108-1,Battery Box,1976,,4.5V,Train
10810-1,Push Train,2016,46.0,Duplo,Duplo
10811-1,Backhoe Loader,2017,,Duplo,Duplo
10812-1,Truck & Tracked Excavator,2017,26.0,Duplo,Duplo
10813-1,Big Construction Site,2016,,Duplo,Duplo
10814-1,Tow Truck Set,2016,,Duplo,Duplo
10815,My First Rocket,2016,,Duplo,Duplo
10816-1,My First Cars and Trucks,2016,36.0,Duplo,Duplo
10817-1,DUPLO Creative Chest,2016,,Duplo,Duplo
10818-1,My First Truck,2016,29.0,Duplo,Duplo
10819-1,My First Garden,2016,25.0,Duplo,Duplo
10820-1,"Lego Duplo Creative Building Basket, Multi Color",2016,,Duplo,Duplo
10822-1,Sofia the First Magical Carriage,2016,30.0,Duplo,Duplo
10823-1,Batwing Adventure,2017,,Duplo,Duplo
10824-1,Miles' Space Adventures,2017,23.0,Duplo,Duplo
10825-1,Miles' Exo-Flex Suit,2016,37.0,Duplo,Duplo
10826-1,Miles' Stellosphere Hangar,2017,,Duplo,Duplo
10827-1,Mickey and Friends Beach House,2016,,Duplo,Duplo
10828-1,Doc McStuffins Pet Vet Care,2016,30.0,Duplo,Duplo
10829-1,Mickey's Workshop,2016,18.0,Duplo,Duplo
10830-1,Minnie's Cafe,2016,27.0,Duplo,Duplo
1083-1,Supplementary Pack,1986,,Universal Building Set,Educational and Dacta
10831-1,My First Caterpillar,2016,,Duplo,Duplo
10832-1,Birthday Picnic,2017,,Duplo,Duplo
10833-1,Preschool,2017,,Duplo,Duplo
10834-1,Pizzeria,2017,,Duplo,Duplo
10835-1,Family House,2017,68.0,Duplo,Duplo
10836-1,Town Square,2017,97.0,Duplo,Duplo
10837-1,Santa's Winter Holiday,2017,45.0,Duplo,Duplo
10838-1,Family Pets,2017,15.0,Duplo,Duplo
10839-1,Shooting Gallery,2017,,Duplo,Duplo
10840-1,Big Fair,2017,,Duplo,Duplo
10841-1,Fun Family Fair,2017,,Duplo,Duplo
10843-1,Mickey Racer,2017,14.0,Duplo,Duplo
10844-1,Minnie Mouse Bow-tique,2017,68.0,Duplo,Duplo
10845-1,My First Carousel,2017,,Duplo,Duplo
10847-1,My First Number Train,2017,21.0,Duplo,Duplo
10848-1,My First Bricks,2017,,Duplo,Duplo
10849-1,My First Plane,2017,10.0,Duplo,Duplo
10850-1,My First Cakes,2017,,Duplo,Duplo
10851-1,My First Bus,2017,,Duplo,Duplo
10852-1,My First Bird,2017,,Duplo,Duplo
10855-1,Cinderella s Magical Castle,2017,,Duplo,Duplo
1088-1,Road Burner,1999,,Extreme Team,Town
1089-1,Lego Basic Figures - 24 elements,1985,24.0,Universal Building Set,Educational and Dacta
1090-1,TECHNIC Control I,1986,,Technic,Technic
1092-1,TECHNIC Control II,1986,467.0,Technic,Technic
10937-1,Arkham Asylum Breakout,2012,1619.0,Batman,Super Heroes
1094-1,Johnny Thunder,1999,13.0,Desert,Adventurers
1095-1,Super Sub,1999,24.0,Aquasharks,Aquazone
1096-1,Race Buggy,1997,23.0,Race,Town
1097-1,Res-Q Runner,1999,,Res-Q,Town
1098-1,Hang Glider,1998,,Extreme Team,Town
1099-1,Ninja Blaster,1999,24.0,Ninja,Ninja
1-10,Mini-Wheel Model Maker No. 1,1971,88.0,Vehicle,Legoland
1100-1,Sky Pirates,2001,110.0,Airport,Town
110-1,Universal Building Set,1977,,Basic Set,Universal Building Set
1101-1,Replacement 4.5V Motor,1977,,Service Packs,Service Packs
1102-1,Motor Bushes,1977,,Train,Service Packs
1103-1,Battery Box,1977,1.0,Service Packs,Service Packs
1103-2,DNA Student Set,2008,521.0,Learning,Educational and Dacta
1104-1,Battery Cables (75cm),1977,2.0,Service Packs,Service Packs
1105-1,Crawler Tracks,1977,2.0,Service Packs,Service Packs
1106-1,Battery Tender,1977,,Train,Service Packs
1106-2,Basic Building Set,1999,,Classic Basic,Universal Building Set
1107-1,Signal and Direction-Change Switch,1977,4.0,Train,Service Packs
1108-1,Magnetic Couplings,1977,4.0,Train,Service Packs
1109-1,Magnetic Couplings for Railway Car,1977,4.0,Train,Service Packs
1-11,Basic Souvenir Box,1981,36.0,Basic Set,Universal Building Set
1110-1,Train Wheels,1977,,Train,Service Packs
111-1,Universal Building Set,1977,173.0,Basic Set,Universal Building Set
1111-1,Rubber Rims for Locomotive Wheels,1977,,Train,Service Packs
111-2,Starter Train Set without Motor,1966,,4.5V,Train
1112-1,Train Sliding Wheel Blocks,1977,2.0,Train,Service Packs
1113-1,Motor Frame and Couplers,1977,,Service Packs,Service Packs
1114-1,Motor Frame,1977,1.0,Service Packs,Service Packs
1115-1,4.5V Lighting Brick (2 x 2),1977,1.0,Service Packs,Service Packs
1116-1,"Chain Links, Small",1977,25.0,Service Packs,Service Packs
1118-1,"Boat Weight, Red",1977,1.0,Service Packs,Service Packs
1119-1,Locomotive Piston Assemblies,1977,6.0,Train,Service Packs
11-2,Small Pre-School Basic Set,1973,,Minitalia,Minitalia
1120-1,Tires (42 mm),1977,2.0,Service Packs,Service Packs
112-1,Universal Building Set,1977,200.0,Basic Set,Universal Building Set
1121-1,"Propellers, Wheels and Rotor Unit",1977,,Service Packs,Service Packs
112-2,Locomotive with Motor,1966,,4.5V,Train
1122-1,Hinges,1977,,Service Packs,Service Packs
1123-1,"Ball and Socket Couplings, Articulated Joint",1977,,Service Packs,Service Packs
1124-1,Digger Bucket,1977,,Service Packs,Service Packs
1125-1,Crane Grab,1977,3.0,Service Packs,Service Packs
1126-1,"Jack Complete Assembly, Blue",1983,,Service Packs,Service Packs
1127-1,Santa,1999,39.0,Christmas,Seasonal
1128-1,Santa on Skis,1997,21.0,Christmas,Seasonal
1129-1,Storage Cloth (Spread Bag),1980,1.0,Supplemental,Universal Building Set
1129-2,Santa on Reindeer,1999,,Christmas,Seasonal
11-3,Locomotive Traction Tires,1977,8.0,Train,Service Packs
1130-1,Storage Folder for Building Instructions (16 Internal Pockets),1980,1.0,Service Packs,Service Packs
113-1,Universal Building Set,1977,,Basic Set,Universal Building Set
1131-1,Tires (42 mm) and Hubs,1981,4.0,Technic,Service Packs
113-2,Motorized Train Set,1966,344.0,4.5V,Train
1132-1,Hinges,1981,8.0,Service Packs,Service Packs
1133-1,Brick Hinges,1981,8.0,Service Packs,Service Packs
1134-1,Battery Wagon,1981,2.0,Train,Service Packs
1135-1,"Battery Cable Kit: 12 Connectors, 3m Cable",1981,13.0,Service Packs,Service Packs
1135-2,"Battery Cable Kit: 16 Connectors, 3m Cable",1981,17.0,Service Packs,Service Packs
1135-3,"Battery Cable Kit: 20 Connectors, 3m Cable",1981,,Service Packs,Service Packs
1136-1,"Buffers, Magnetic Couplers",1981,,Train,Service Packs
1137-1,Train Couplings,1981,4.0,Train,Service Packs
1138-1,Replacement Rubber Wheel Treads for Trains,1981,8.0,Train,Service Packs
1139-1,Motor-Mount Plate with Magnetic Couplers,1981,,Train,Service Packs
1140-1,12V Light Bricks,1981,,Service Packs,Service Packs
114-1,Universal Building Set,1977,,Basic Set,Universal Building Set
1141-1,Wheel Bricks with Small Red Train Wheels,1981,2.0,Train,Service Packs
114-2,Small Train Set,1966,,4.5V,Train
1142-1,Wheel Bricks with Small Black Train-Wheels,1981,,Train,Service Packs
1143-1,Wheel Bricks with Large Red Train Wheels,1981,2.0,Train,Service Packs
1144-1,Train Baseplate,1981,,Train,Service Packs
1145-1,Bogie Plate,1981,,Train,Service Packs
1146-1,"Pushrods, Cylinder Housings",1981,,Train,Service Packs
1147-1,"Light Prisms & Holder, Red/Yellow Light Covers",1981,7.0,Train,Service Packs
1148-1,Differential,1981,,Technic,Service Packs
1149-1,Air Police,2002,24.0,Police,Town
1149-2,Bulldozer Chainlinks,1982,52.0,Technic,Service Packs
1150-1,Replacement Motor 12V,1977,,Service Packs,Service Packs
115-1,Building Set,1973,,Basic Set,Universal Building Set
1151-1,Train Power Pick-Up Blocks,1977,2.0,Train,Service Packs
115-2,Starter Train Set with Motor,1966,,4.5V,Train
1152-1,Electric Wire,1977,2.0,Train,Service Packs
1154-1,Battery Control Unit,1986,,Technic,Service Packs
1160-1,"TECHNIC Pneumatic Tubing, 40cm +100cm",1985,,Technic,Service Packs
116-1,Starter Train Set with Motor,1967,,4.5V,Train
1161-1,TECHNIC Pneumatic Pump Cylinder 48mm,1985,1.0,Technic,Service Packs
116-2,Deluxe Motorized Train Set,1968,,4.5V,Train
1162-1,TECHNIC Pneumatic Piston Cylinder 48mm,1985,1.0,Technic,Service Packs
1163-1,TECHNIC Pneumatic Piston Cylinder 60mm,1985,1.0,Technic,Service Packs
1164-1,TECHNIC Pneumatic 2 Way Valve and Nonreturn Valve,1985,2.0,Technic,Service Packs
1168-1,Battery Box,1986,1.0,Technic,Technic
1169-1,Bogie Plates,1986,,Train,Service Packs
1170-1,Replacement Train Battery Tender,1986,2.0,Train,Service Packs
117-1,Locomotive without Motor,1967,99.0,4.5V,Train
1171-1,Lighting Brick with Red and Blue Globes,1986,5.0,Service Packs,Service Packs
1172-1,Colored Globes,1986,5.0,Service Packs,Service Packs
1174-1,Motorhome for Basic Motor 4.5V/Train Motor 12V,1986,2.0,Service Packs,Service Packs
1175-1,4.5v TECHNIC Motor,1982,1.0,Technic,Service Packs
1176-1,Gear Racks and Turntables,1978,6.0,Technic,Service Packs
1177-1,Santa In Truck with Polar Bear,2000,,Christmas,Seasonal
1178-1,"Siren, Black",1986,1.0,Service Packs,Service Packs
1179-1,Replacement Space Siren,1986,1.0,Service Packs,Service Packs
1180-1,Space Port Moon Buggy,1999,25.0,Space Port,Town
118-1,Electronic Train,1968,,4.5V,Train
1181-1,Space Port Spacecraft,1999,23.0,Space Port,Town
118-2,Small Train Set,1968,,4.5V,Train
1182-1,Adventurers Raft,1999,,Desert,Adventurers
118-3,Motorized Freight or Passenger Train (Sears Exclusive),1969,,4.5V,Train
1183-1,Mummy and Cart,1999,,Desert,Adventurers
1184-1,Cart,1999,,Ninja,Ninja
1185-1,Raft,1999,25.0,Ninja,Ninja
1186-1,Cart,1999,25.0,Ninja,Ninja
1187-1,Glider,1999,23.0,Ninja,Ninja
1188-1,Fire Formula,1999,,Extreme Team,Town
1189-1,Rocket Boat,1999,,Extreme Team,Town
1190-1,Retro Buggy,1999,90.0,Extreme Team,Town
11905-1,DK Star Wars Brickmaster: Battle For The Stolen Crystals,2013,189.0,Books,Books
11908-1,Build Your Own Adventure with Liza Mini-Doll and Touring Car,2015,77.0,Friends,Friends
11909-1,Lego Ninjago: Build Your Own Adventure,2015,74.0,Ninjago,Ninjago
119-1,Super Train Set,1968,,4.5V,Train
11910-1,Micro-Scale Space Cruiser,2015,102.0,Space,Space
1191-1,Try Bird,1999,,Extreme Team,Town
11911-1,LEGO City: Build Your Own Adventure,2016,99.0,City,Town
11912-1,LEGO Star Wars: Build Your Own Adventure,2016,,Star Wars,Star Wars
1194-1,Classic Building Table,1999,408.0,Classic Basic,Universal Building Set
1195-1,Alien Encounter,2001,42.0,Life On Mars,Space
1196-1,Biker with Bicycle,2000,,Sports,Sports
1197-1,Telekom Race Cyclist and Television Motorbike,2000,30.0,Sports,Sports
1197-2,Crown Gears,1981,,Technic,Service Packs
1198-1,Service Team - 2 Bikers with Service Tools,2000,,Sports,Sports
1199-1,Winning Team,2000,,Sports,Sports
11995-1,Hero Recon Team,2011,0.0,Hero Factory,Hero Factory
1200-1,"LEGO Town Plan Board, Large Plastic",1955,,Town Plan,Classic
1200-2,"LEGO Town Plan Board, Small Plastic",1956,1.0,Town Plan,Classic
1200M-1,LEGO Town Plan Wooden Board,1957,,Town Plan,Classic
120-1,Complete Freight Train Set with Tipper Trucks,1969,163.0,4.5V,Train
1202-1,racer polybag,2001,1.0,Xalax,Racers
1203-1,"Turntables (4 x 4), Turntables (2 x 2)",1985,8.0,Service Packs,Service Packs
1204-1,"Fences, Red and Black",1984,,Service Packs,Service Packs
120438-1,Basic Building Set,1985,,Basic Set,Universal Building Set
1205-1,Keys for Wind-Up Motor,1982,2.0,Service Packs,Service Packs
1206-1,"Round Bricks (2 x 2), White",1982,10.0,Service Packs,Service Packs
1207-1,"Turntables (4 x 4), Red",1982,2.0,Service Packs,Service Packs
1208-1,"Inverted Slope Bricks, Assorted, Red",1982,16.0,Service Packs,Service Packs
1209-1,Fences and Gates,1982,,Service Packs,Service Packs
12-1,Blue Space Elements,1981,,Space,Service Packs
1210-1,Winch Block and Hook Assembly,1982,,Service Packs,Service Packs
1210-2,Small Store Set,1955,30.0,Town Plan,Classic
121-1,Roadster,1979,,Fabuland,Fabuland
1211-1,Space Stands and Brackets,1982,,Service Packs,Service Packs
1211-2,Small House Set,1955,19.0,Town Plan,Classic
1212-1,"Rocket Tops, Black",1982,,Service Packs,Service Packs
1212-2,Small House - Left Set,1955,,Town Plan,Classic
1213-1,Space Radar Disks,1982,5.0,Space,Service Packs
1213-2,Small House - Right Set,1955,23.0,Town Plan,Classic
1214-1,Upper Part of Motorhome for 4.5V/12V Trainmotor,1984,,Train,Service Packs
1214-2,Windows and Doors,1955,24.0,Supplemental,Classic
1215-1,Train Motor 4.5V Type II Lower Housing,1981,,Train,Service Packs
1215-2,2 x 8 & 2 x 10 Bricks,1955,,Supplemental,Classic
1216-1,Semaphores with Feet,1982,8.0,Train,Service Packs
1216-2,4 x 4 Corner Bricks,1955,,Supplemental,Classic
1217-1,Yellow Girder Beams & Plates,1982,20.0,Technic,Service Packs
1217-2,2 x 4 Bricks,1955,52.0,Supplemental,Classic
1218-1,Blue Girder Beams & Plates,1982,20.0,Technic,Service Packs
1218-2,2 x 3 Bricks,1955,60.0,Supplemental,Classic
1219-1,TECHNIC Beams & Plates [Red],1982,20.0,Technic,Service Packs
1219-2,2 x 2 Bricks,1955,,Supplemental,Classic
1220-1,Black Girder Beams & Plates,1982,,Technic,Service Packs
1220-2,1 x 2 Bricks,1955,104.0,Supplemental,Classic
122-1,Loco and Tender,1969,,4.5V,Train
1221-1,TECHNIC beams - yellow,1982,,Technic,Service Packs
1221-2,1 x 1 Bricks,1955,160.0,Supplemental,Classic
1222-1,TECHNIC beams - blue,1982,,Technic,Service Packs
1222-2,1 x 1 Round Bricks,1955,200.0,Supplemental,Classic
1223-1,TECHNIC beams - black,1982,8.0,Technic,Service Packs
1223-2,2 x 2 & 2 x 4 Curved Bricks,1955,14.0,Supplemental,Classic
1223-3,2 x 2 Curved Bricks,1957,100.0,Supplemental,Classic
1224-1,TECHNIC Beams [Red],1982,8.0,Technic,Service Packs
1224.1-1,8 Danish Named Beams,1955,8.0,Supplemental,Classic
1224-2,8 Named Beams,1955,,Supplemental,Classic
1224A-1,1 x 6 and 1 x 8 Bricks,1955,36.0,Supplemental,Classic
1225-1,Assortment of Axles,1982,32.0,Technic,Service Packs
1225-2,Mixed Plates Parts Pack,1955,12.0,Supplemental,Classic
1226-1,Tractor Tires & Hubs,1982,12.0,Technic,Service Packs
1226-2,6 x 8 & 2 x 8 Plates,1956,4.0,Supplemental,Classic
1227-1,Gear Wheel Assortment,1982,15.0,Technic,Service Packs
1227-2,4 x 8 & 2 x 8 Plates,1956,5.0,Supplemental,Classic
1228-1,Differential Gear Housing,1982,,Technic,Service Packs
1228-2,4 x 8 Curved & 2 x 8 Plates,1956,,Supplemental,Classic
1229-1,TECHNIC Chainlinks,1982,70.0,Technic,Service Packs
12-3,Wheel Bearings for Locomotives,1977,2.0,Train,Service Packs
1230-1,TECHNIC Bulldozer Chainlinks,1982,54.0,Technic,Service Packs
1230-2,Windows and Door without Glass,1955,,Supplemental,Classic
123-1,Passenger Coach,1969,,4.5V,Train
1231-1,X-Large Tires & Hubs,1982,4.0,Technic,Service Packs
1231-2,"Windows and Door with Glass, Red",1956,10.0,Supplemental,Classic
1231-3,"Windows and Door with Glass, White",1956,10.0,Supplemental,Classic
1232-1,Toggle Joints & Connectors,1982,46.0,Technic,Service Packs
1233-1,Axle Assortment,1984,,Technic,Service Packs
1233-2,Light Masts,1958,,Supplemental,Classic
1234-1,Gear Wheel Assortment,1984,,Technic,Service Packs
1234-3,"Replacement Gearbox for Electric, Motor 4.5V/12V Type II 12 x 4 x 3 1/3",1983,1.0,Service Packs,Service Packs
1235-1,Differential Gear Housing,1984,,Technic,Service Packs
1235-2,Garage Plate and Door,1955,,Supplemental,Classic
1236-1,TECHNIC wheels with hubs,1984,,Technic,Service Packs
1236-2,Garage,1955,,Town Plan,Classic
1236-3,12V Technic Motor,1979,1.0,Technic,Service Packs
1237-1,Honda Promotional Set,2001,55.0,Robot,Technic
1239-1,Subzero,2001,4.0,Xalax,Racers
1239-2,Remote Control for Electric Points,1985,8.0,Train,Service Packs
1240-1,"Hinges and Tilted Bearings, Light Gray",1986,16.0,Service Packs,Service Packs
1240-2,8 Road Signs,1955,8.0,Supplemental,Classic
124-1,Goods Wagon,1969,,4.5V,Train
1241-1,Digger Bucket Assembly,1985,4.0,Service Packs,Service Packs
1241-2,8 Road Signs,1955,8.0,Supplemental,Classic
1242-1,Crane Grab and Winch,1986,4.0,Service Packs,Service Packs
1242-2,International Flags,1957,,Supplemental,Classic
1242D-1,5 Danish Flags,1957,,Supplemental,Classic
1243-1,Hinges and Couplings,1986,,Service Packs,Service Packs
1244-1,Runway Plates,1986,,Service Packs,Service Packs
1245-1,T- and Intersection Plates,1986,2.0,Service Packs,Service Packs
1245-2,Lighting Device Pack,1957,,Supplemental,Classic
1246-1,Helicopter,1999,26.0,Town,Town
1247-1,Patrol Car,1999,,Town,Town
1247-2,Esso Pumps/Sign,1955,2.0,Supplemental,Classic
1248-1,Fire Boat,1999,,Town,Town
1248-2,Painted Trees and Bushes,1955,6.0,Supplemental,Classic
1249-1,Tri-motorbike,1999,17.0,Hospital,Town
1250-1,Dragster,1999,,Race,Town
125-1,Tipping Wagon,1969,20.0,4.5V,Train
1251-1,Go-Cart,1999,25.0,Race,Town
125-2,Building Set,1974,234.0,Basic Set,Universal Building Set
1252-1,Shell Tanker,1999,,Gas Station,Town
1253-1,Shell Car Transporter,1999,,Gas Station,Town
1254-1,Shell Select Shop,1999,164.0,Gas Station,Town
1255-1,Shell Car Wash,1999,136.0,Gas Station,Town
1256-1,Shell Petrol Pump,1999,,Gas Station,Town
1257-1,Trike Buggy,1999,,Riding Cycle,Technic
1258-1,Propellor Buggy,1999,29.0,Off-Road,Technic
1259-1,Motorbike,1999,,Riding Cycle,Technic
1260-1,Car,1999,26.0,Race,Technic
1260-2,1:87 Twenty Four Models,1957,24.0,HO 1:87 Vehicles,Classic
126-1,Steam Locomotive (Push),1970,60.0,4.5V,Train
1263-1,Easter Bunny,2000,,Easter,Seasonal
1264-1,Easter Chicks,2000,,Easter,Seasonal
1265-1,Moon Buggy,1999,,Space Port,Town
1266-1,Space Probe,1999,,Space Port,Town
1267-1,Shock Absorbers,1985,,Technic,Service Packs
1268-1,Bike Blaster,1999,28.0,Riding Cycle,Technic
1269-1,White Ninja,1999,,Ninja,Ninja
1270-2,Trial Size Bag - Chromika,2005,16.0,Basic Set,Creator
127-1,Train Set,1969,,4.5V,Train
1271-1,Jungle Surprise,1999,,Jungle,Adventurers
1271-2,Traffic Police Set,1956,6.0,Town Plan,Classic
1272-1,Blue Racer,2000,,Race,Town
1273-1,Red Four Wheel Driver,2000,20.0,Race,Town
1274-1,Light Hover,2000,25.0,Rock Raiders,Rock Raiders
1275-1,{Rock Saw Vehicle},2000,22.0,Rock Raiders,Rock Raiders
1276-1,Helicopter Transport,2000,,Rock Raiders,Rock Raiders
1277-1,Drill Craft,2000,27.0,Rock Raiders,Rock Raiders
1278-1,Johnny Thunder & Baby T,2000,,Dino Island,Adventurers
1279-1,Aeroplane,2000,21.0,Dino Island,Adventurers
1280-1,Microcopter,2000,,Dino Island,Adventurers
128-1,Taxi Station,1979,33.0,Fabuland,Fabuland
1281-1,Aeroplane,2000,25.0,Dino Island,Adventurers
128-2,Mobile Crane (Train Base),1972,,4.5V,Train
1282-1,Blue Racer,2000,,Race,Town
128-3,Mobile Crane (Plate Base),1971,38.0,4.5V,Train
1283-1,Red Four Wheel Driver,2000,20.0,Race,Town
1284-1,Green Buggy,2000,23.0,Race,Town
1285-1,Yellow Tiger,2001,,Race,Town
1286-1,King Leo's Cart,2000,22.0,Knights Kingdom I,Castle
1287-1,Crossbows,2000,,Knights Kingdom I,Castle
1288-1,Fire Cart,2000,,Knights Kingdom I,Castle
1289-1,Catapult,2000,,Knights Kingdom I,Castle
1290-1,Kabaya Promotional Set: Red (Volcano Climber) RoboRider,2000,,RoboRiders,Technic
1291-1,Power Bike,2000,,RoboRiders,Technic
1292-1,Kabaya Promotional Set: White (Ice Explorer) RoboRider,2000,33.0,RoboRiders,Technic
